payment_id,Business Partner,Account Number,Memo Line,Amount,Currency,Posting Date
7420,OpalStone Mining Inc.,ES50VEUL10258081554365,receipt number  10002118 no 0: 89972851136 | no 1: 97891848633 | no 2: 825652430 | no 3: 72 73297111,311097.64,EUR,20011014
7421,POF SEAFOOD,PA07YBHQ30636811836252,"#RECEIPT:  1000000001543 + 544392120, + 033614897",432268.99,USD,20111019
7422,Eagle Financial Group,US55FZFE21568608001876, INV1000000 00024696,122727.93000000001,USD,20221013
7423,Shoreline Property Group,PA04ULMP25623811229020, INV10000000001 4642 REFERENCE 140tokjcm9r5y,245070.58,USD,20121014
7424,ZC_Ltd_11212,US80YMLZ45679853732694,receipt number  no 0: 6946404479 & no 1: 7101741655 & no 2: 5404885804 & no 3: 7866962201,998916.32,USD,20071009
7425,POF SEAFOOD,PA07YBHQ30636811836252,"#RECEIPT:  1998 + 661692759, + 362036358, + 29609618028, + 222557905, + 473960172",585850.7,USD,20051005
7426,BF Holdings,JP94HCND63476630811658,RECEIPT  INV10000000001121 9,53028223.01,JPY,20060926
7427,Kim & Choi Electronics,FR90VMJD61142441117749,ORDER OF 6 746206786 INV1000000000059 89mfiyvrmh4,143386.43,EUR,20170928
7428,VISTA CARE NETWORK,SV32NJKO48334737694695,"payment  + 6647804954, + 2374167758",243100.94,USD,20051013
7429,Patel & Sons Pvt. Ltd.,SV22EZNA58441680215504,RECEIPT  REF 0: 5207094603REF 1: 4320913408REF 2: 8872719051,365163.01,USD,20200927
7430,P&C Enterprises,ZW71WJDX88155642569867,RECEIPT  100015359 INV1000000000164918 NUM hvnp,67293.39,USD,20211013
7431,P&C Enterprises,ZW71WJDX88155642569867,RECEIPT 2537934291 10000000001815 INV100000000016 498 NUM lpq,43728.0,USD,20211013
7432,Liu & Chao Engineering,NO83KQHA30401614802459,RECEIPT NO 0: 5817492059NO 1: 90418978302NO 2: 4919476 793NO 3: 521 5756526 ,6630221.8100000005,NOK,20111002
7433,Santos & Filhos Comércio,DE80EVCP03273345215817,RECEIPT  + 7137902750 + 8221153140,383686.42000000004,EUR,20181016
7434,Dupont & Frères SARL,IE69OHOG46653629276946,ORDER OF  1000584 5594244814,125773.87,EUR,20191016
7435,POF SEAFOOD,PA47WMHH62842661445532,#RECEIPT:  120895 770156326 2,19483.86,USD,20120927
7436,Santos & Filhos Comércio,DE12ZGPZ32978096835652,RECEIPT INV100000000007572 ,24141.25,EUR,20161014
7437,Santos & Filhos Comércio,DE12ZGPZ32978096835652,RECEIPT  9161079338,35556.11,EUR,20161003
7438,KC Tech Solutions,FR90VMJD61142441117749,ORDER OF  IVN100000000013502 j7ke,94159.15,EUR,20030923
7439,KC Tech Solutions,FR90VMJD61142441117749,ORDER OF  INV10000000001350 0n8f6ap4,204276.42,EUR,20031001
7440,IP Consulting,SV72COVR08960277816802,ORDER OF 4422 206419 ,3295.87,USD,20111010
7441,IP Consulting,SV72COVR08960277816802,ORDER OF 442206419 ,25363.55,USD,20111007
7442,IP Consulting,SV72COVR08960277816802,ORDER OF 44222 06419 INV100000000000514,32819.96,USD,20111015
7443,P&C Enterprises,ZW76GAMT92974160785191,RECEIPT 0989488 1001470  NUM mlb,132210.79,USD,20101020
7444,ACS HOSPITALITY,EC65DGAR74950078797614,RECEIPT INV100000000105443 50748720196,26027.83,USD,20171016
7445,Galaxy IT Services,JP55URXX19922438559959,payment  4821744277 4il7z5k41z4rqow,9478480.21,JPY,20210925
7446,OF Trading,ZW97JTDO82348480752347,receipt number 6874043880 INV10000000002447 REF d8whd34w6okn98j,364229.8,USD,20100930
7447,H&S Enterprises,ES92SDAP43749596766651,6871528622 14314 INV 100000000014322,86831.61,EUR,20170923
7448,Hassan & Co. Ltd.,ES21DMQH18438233280127,ORDER OF  2197155 819,212053.01,EUR,20061101
7449,Dubois & Co. S.A.R.L.,ZW36YWNE17469290674294,8171559169 100000012688  NUM 6rgluk5cxu,200342.11,USD,20021017
7450,Ramirez Consulting,EC52ABOT61230474486347,receipt number  REF 0: 9674 475323 & REF 1: 25358790 & REF 2: 351143881,460346.80000000005,USD,20001105
7451,Santos & Filho Lda.,AU04ARGM63806586266454,PAY  3257582057,445293.14,AUD,20070926
7452,Ivanov & Sons Engineering,EC07QGSB23709829413003,PAY INV100000000003035  imtbn1250vcb,137906.74,USD,20141028
7453,Ivanov & Sons Engineering,EC07QGSB23709829413003,PAY  3689822644 l8y5xvw,12479.76999999999,USD,20141002
7454,Dubois Holdings,ZW27HQBA00980290656589,938252420 10000000000185 INV100000000026776 NUM s78dgzh,276365.82,USD,20001011
7455,Rossi Family Ventures,CH85XPHK60079323701744,1491637065 NV100000000006809,89307.08,CHF,20071009
7456,Rossi Family Ventures,CH85XPHK60079323701744,149163 7056 INV100000000006089,38152.060000000005,CHF,20071019
7457,GSOLUTIONS INC,NZ29LIZK29007033770641,RECEIPT INV1000 00000014212 5041402849,69967.43,NZD,20021010
7458,GSOLUTIONS INC,NZ29LIZK29007033770641,RECEIPT INV100000000014212 5044102489,31691.78999999999,NZD,20021004
7459,Apollo Catering Services,EC65DGAR74950078797614,RECEIPT  71 63409793,192230.91,USD,20101014
7460,Apollo Catering Services,EC65DGAR74950078797614,RECEIPT  71634098793,97634.23000000001,USD,20101002
7461,BF Ventures,IE59MSHD42615312543793,RECEIPT 0067361961 INV10000000012083,223628.54,EUR,20241004
7462,Dubois Holdings,ZW36YWNE17469290674294, 10003481 INV10000000001609 7 NUM bjm0gr4yal9,51777.89,USD,20241004
7463,Dubois Holdings,ZW36YWNE17469290674294, 12817 INV10000000001609 NUM db312,31056.98,USD,20241025
7464,Dubois Holdings,ZW36YWNE17469290674294, 1020479 INV1 00000000016097 NUM h12a39d16qm2,33968.91,USD,20241013
7465,Ivanov & Sons Engineering,EC86PWTQ21090281441629,PAY  NO 0: 1795747778 & NO 1: 8185466558 & NO 2: 1979248429 ygzcpe6ry5,521383.05000000005,USD,20210926
7466,ADL TECH,US85KKLW74490450741672,566281690 INV1000000 00003230,41898.240000000005,USD,20200926
7467,IS Engineering Group,EC90BMJQ22184557145398,PAY INV10000000001480  thlr40a4izr1x,41726.69,USD,20241004
7468,IS Engineering Group,EC90BMJQ22184557145398,PAY INV 100000000014804  owwzbuev72tdjzj,57708.75,USD,20240927
7469,Red Maple Ventures,US77ISES92996107819674,payment 1313833721 ,80912.85,USD,20051014
7470,Santos & Filho Lda.,AU97ZBMB38756221380797,"PAY  444142892, 08283296956, 336320712, 254562282, 2726654951, 773141003",1531408.85,AUD,20090929
7471,PL Innovations,IT16HXHD15991479959515,ORDER OF 217476408 8 ,121976.98999999999,EUR,20130921
7472,H&S Enterprises,ES92SDAP43749596766651,064403526 10000000003824 INV100000 000032144,17842.05,EUR,20141022
7473,H&S Enterprises,ES92SDAP43749596766651,406440 3526 107104 INV100000000302144,32802.1,EUR,20141006
7474,H&S Enterprises,ES92SDAP43749596766651,4064403 10000000007303 INV1000000000321,69439.35,EUR,20141015
7475,POF SEAFOOD,PA07YBHQ30636811836252,"#RECEIPT:  199 + 8952557271, + 783322403, + 376747485, + 3436231308, + 044121881, + 50 35758511",792215.62,USD,20001005
7476,RH Services,EC49WYDK83986295890579,receipt number 924426859  nmvquv3v5ie8qn,328585.22,USD,20221011
7477,Eagle Financial Group,US55FZFE21568608001876,25610235951 INV1000000000073661,102363.7,USD,20031010
7478,Schmidt & Partners AG,KR19XONN22004093612755,receipt number INV100000000001970 ,206181251.68,KRW,20100930
7479,Aurora Digital Labs,US85KKLW74490450741672,3559837781 IN V100000000005365,137952.15,USD,20090927
7480,Aurora Digital Labs,US85KKLW74490450741672,3559837781 INV1000000000053,157818.46,USD,20091012
7481,DF Solutions,IE84PFGD56213172748980,ORDER OF  1000004564 1 583238162,208495.31,EUR,20141016
7482,ADL TECH,US30QLXI48317160457318,33939099690 V100000000012211,79961.65,USD,20060929
7483,PL Innovations,IT16HXHD15991479959515,ORDER OF 390783963 ,514360.42,EUR,20241014
7484,Liu & Chao Engineering,NO83KQHA30401614802459,RECEIPT NO 0: 7494809528NO 1: 1847321452 ,3451847.23,NOK,20131006
7485,TerraNova Energy Co.,KR69MWND72849777139761,PAY  3127706549,348943801.12,KRW,20091005
7486,Santos Trading Co.,DE12ZGPZ32978096835652,RECEIPT NV100000000029396 964883633,217902.06,EUR,20131006
7487,Ivanov & Sons Engineering,EC90BMJQ22184557145398,PAY INV100000000004256  2zn23vugondm,101621.02,USD,20241004
7488,GXS TECH,JP55URXX19922438559959,payment  2550629019 sdx1o5gxbh3,53136192.98,JPY,20001021
7489,Hassan & Sons Pvt. Ltd.,ES12GKZF14685184041382, 199 INV100000000001120,150592.46,EUR,20040928
7490,Hassan & Sons Pvt. Ltd.,ES12GKZF14685184041382, 112922 INV100000000001120,7890.760000000009,EUR,20040929
7491,Dubois & Co. S.A.R.L.,ZW56XFHN11186257856366,864591277 10000001033 INV100 000000033473 NUM ed0loqufg7x29m0,30688.66,USD,20201104
7492,Dubois & Co. S.A.R.L.,ZW56XFHN11186257856366,86459712 10000000001509 INV1000000000338473 NUM dc3o4k38adiy5,46342.85999999999,USD,20201003
7493,DF Holdings,ZW06XMUW81470863436484,receipt number INV1000000000070874 55588351158,28499.260000000002,USD,20090930
7494,DF Holdings,ZW06XMUW81470863436484,receipt number INV00000000007074 588351158,45031.25,USD,20091017
7495,DF Holdings,ZW06XMUW81470863436484,receipt number INV10000000007074 558851158,15869.670000000002,USD,20091029
7496,Ramirez Consulting,EC45BJUL50595414411480,receipt number  REF 0: 83300914 & REF 1: 394 9124911 & REF 2: 182606941 & REF 3: 8721394723,697744.7899999999,USD,20121005
7497,Oliveira & Filhos Comércio,ZW97JTDO82348480752347,receipt number 1169821241  REF ueo,127226.92,USD,20150930
7498,Red Maple Ventures,US34XOKT18597398849451,payment  INV100000000006766,374437.15,USD,20211001
7499,Santos & Filho Lda.,AU97ZBMB38756221380797,PAY INV100000000009925 1299113459,570692.24,AUD,20161011
7500,Vulcan Heavy Industries,EC96HOBH95227782115933,770347234 1007946 INV100000000009994,114478.91,USD,20001002
7501,PL Innovations,IT69XBSD04498910535216,ORDER OF - 404226481 - 25871356 29 - 870637289 ,380162.96,EUR,20021028
7502,Dubois & Co. S.A.R.L.,ZW73TTWK41724804348548, 10000000018642 INV100000000013595 NUM whd6nztaymf5,164545.46,USD,20201020
7503,DF Holdings,ZW04VJNH47896019539734,receipt number INV10000000001925 24251600651,29217.81,USD,20081002
7504,OSM RESOURCES,ES20CMTE44658450515327,receipt number  10000007195 no 0: 0218412717 | no 1: 648 7620372 | no 2: 253987602 | no 3: 146449262 | no 4: 20036 | no 5: 496394970,873815.2,EUR,20050930
7505,Rossi Family Ventures,CH63NCZR79469934122522,3467279 179 INV1000000000157,110285.9,CHF,20101009
7506,Rossi & Figli S.p.A.,CH63NCZR79469934122522,7092770348 INV1000000000135769,39891.420000000006,CHF,20151012
7507,Rossi & Figli S.p.A.,CH63NCZR79469934122522,7902707348 INV1000050000013569,32497.889999999992,CHF,20150930
7508,IS Engineering Group,EC90BMJQ22184557145398,PAY  9624444484 ysdytm87z,104927.96,USD,20121017
7509,Kim & Choi Electronics,FR37UOQH97963907409336,ORDER OF 037367130 INV100000000001675 ij6z00w0zgztq,112561.19,EUR,20091009
7510,Kim & Choi Electronics,FR37UOQH97963907409336,ORDER OF 037607130 INV10000000000675 hk7celsfb35oldu,5974.110000000001,EUR,20091013
7511,BF Holdings,JP52NVBD41881113710759,RECEIPT 300420977 INV10000000015031,16857422.56,JPY,20060926
7512,TNE RESOURCES,KR03QBRU64573847323192,PAY  - 07532660439 - 4362186 864 - 49875706288 - 5070493685,949217695.77,KRW,20241006
7513,P&C Enterprises,ZW76GAMT92974160785191,RECEIPT 8599492232 118527  NUM g7n,96211.02,USD,20191004
7514,Infinity Edge Technologies,ES77ZRIA44436136274569,PAY INV100000000015027 ,210812.17,EUR,20031013
7515,F&F Ventures,SV86RZEI75605993290228,ORDER OF 398005305 INV10000000014141,217994.63,USD,20101013
7516,Infinity Edge Technologies,ES20UNPH73849275307191,PAY INV100000000013824 ,17550.65,EUR,20041023
7517,Infinity Edge Technologies,ES20UNPH73849275307191,PAY INV100000000013824 ,2236.8899999999994,EUR,20041016
7518,Infinity Edge Technologies,ES95PTGM10367377111871,"PAY  REF 0: 440701398, REF 1: 655878 3841, REF 2: 48663626951",428027.31999999995,EUR,20241022
7519,CEM PLANNERS,SV86UIFV56069928982649,receipt number INV10000000000326 7313980770 REF vwv,3588.39,USD,20040929
7520,CEM PLANNERS,SV86UIFV56069928982649,receipt number INV1000000000034 7313980770 REF fke68tdc1tq74,68902.41,USD,20041005
7521,ACS HOSPITALITY,EC65DGAR74950078797614,RECEIPT INV1000009000000676 8581884902,120209.14,USD,20000920
7522,ACS HOSPITALITY,EC65DGAR74950078797614,RECEIPT INV1000000000005676 8581849802,83695.98000000001,USD,20000928
7523,P&S Enterprises,SV54HXEA79381774413232,RECEIPT  REF 0: 44123 22214REF 1: 87425208506REF 2: 937832779REF 3: 009365025,473684.16000000003,USD,20220926
7524,Shoreline Property Group,PA04ULMP25623811229020, INV100000000017365 REFERENCE 6hc3h6u1,103989.2,USD,20071010
7525,GXS TECH,JP55URXX19922438559959,payment INV100000 000003631 11692789333 s0gko1o9l,22696417.880000003,JPY,20140921
7526,Schmidt & Co. Handels,ZW59RLKV09075233491043,receipt number 9125692022 2771717690 2978705602 2568184087 ,586151.12,USD,20211018
7527,SP Consulting,KR15KTIM74742481581055,receipt number  4419856400,5552730.96,KRW,20191005
7528,SP Consulting,KR15KTIM74742481581055,receipt number INV100000000037746 4419856400,29426171.97,KRW,20191004
7529,SP Consulting,KR15KTIM74742481581055,receipt number  4419856400,34535488.19999999,KRW,20191011
7530,SPG REALTY,PA04ULMP25623811229020,"- 8923 885296, - 8463650494, - 583250754  REFERENCE k3na75bo",249907.75999999998,USD,20210929
7531,Rossi Family Ventures,CH49DGUS89277589722397,349480754 ,124105.56999999999,CHF,20011008
7532,BF Ventures,IE59MSHD42615312543793,RECEIPT 8525999577 ,32812.54,EUR,20240922
7533,Santos & Filho Lda.,AU97ZBMB38756221380797,PAY IV100000000009144 ,196530.51,AUD,20071010
7534,Santos & Filho Lda.,AU97ZBMB38756221380797,PAY INV100000000001944 ,296170.75,AUD,20071017
7535,RH Services,EC71POCP43339649040193,receipt number  INV100000000 019546 udqk,95205.66,USD,20191002
7536,OF Trading,ZW61NWKH00776954994515,receipt number 15314135746 INV100000000 000263 REF cuk7acr2q,92896.88,USD,20121019
7537,Patel & Sons Pvt. Ltd.,SV22EZNA58441680215504,RECEIPT  4410626218,154901.54,USD,20000928
7538,Oliveira & Filhos Comércio,ZW97JTDO82348480752347,receipt number REF 0: 8306396645REF 1: 3258623558REF 2: 3580219997  REF qyxw,467718.33999999997,USD,20061017
7539,AeroMax Manufacturing,SE24QMID07942349086678,receipt number 2817126504 ,594550.59,SEK,20210924
7540,Ramirez & Hijos Servicios,EC70IUTA50525270767302,receipt number 06 99761099 INV10000000000557 f1csebifeficq,151959.12,USD,20070927
7541,Tanaka Corp.,ZW28TTSS20204212538805,#RECEIPT:  INV100000000005665,288982.0,USD,20211001
7542,Rossi & Figli S.p.A.,CH85XPHK60079323701744, INV1000020000029833,269076.96,CHF,20060929
7543,KL Technologies,US78QMZQ98005519667632,IV100000000002598 1000002838 091296152 6,135320.61,USD,20120928
7544,Infinity Edge Technologies,ES20WSWB76296960053374,PAY INV10000000005805 01315118207,43703.93,EUR,20120925
7545,Infinity Edge Technologies,ES20WSWB76296960053374,PAY NV100000000005805 013151107,33838.83999999999,EUR,20120925
7546,POF SEAFOOD,PA59DQEU56388312178936,#RECEIPT: INV100000000026197 10000004768 698280725,101479.32,USD,20061016
7547,EAGLE PAYMENTS,US55CGKQ34343849487945,- 807364679- 98166591896- 30882123975- 767371900- 7527190 078- 7924370430- 86157 72748 ,2121307.27,USD,20070930
7548,Kim & Choi Electronics,FR30KSSC94928415856154,"ORDER OF no 0: 2934200715, no 1: 5427992793, no 2: 7687296482, no 3: 2815296170  84m",627694.99,EUR,20081006
7549,Galaxy IT Services,JP55URXX19922438559959,payment INV100000000011068  7fo9gantd3,5808504.17,JPY,20011025
7550,Galaxy IT Services,JP55URXX19922438559959,payment INV100000000011068  3isjggty7epxa,3467928.35,JPY,20011005
7551,Galaxy IT Services,JP55URXX19922438559959,payment  3777859694 5geb5xce4pof,2302908.9700000007,JPY,20010922
7552,Hassan & Sons Pvt. Ltd.,ES92SDAP43749596766651,no 0: 2887711720no 1: 97954762834no 2: 212397156no 3: 26491311167 198 ,371304.11,EUR,20211007
7553,Dubois & Co. S.A.R.L.,ZW36YWNE17469290674294, 1000505 INV10000000003269 NUM 9ax7av09sz2,202514.44,USD,20051007
7554,RFC_88990,SV38XHWS88142304184916,ORDER OF  INV10000000001999,58903.0,USD,20120930
7555,DF Solutions,IE20WNTH67529833395352,ORDER OF  10000403 540023810,77706.0,EUR,20181015
7556,SC Trading,ZW79SEKH68447399226873,receipt number  INV100000000016844,259407.13,USD,20071005
7557,OSM RESOURCES,ES84LEQZ58244534610353,receipt number  1000000003510 no 0: 114082777 | no 1: 281652528,81339.34,EUR,20071107
7558,Vulcan Heavy Industries,EC46SLCU14727463738896,384753990 10000002073 IN8V100000000031716,331413.81,USD,20241001
7559,Santos & Filho Lda.,AU14FSGP75413836101729,PAY INV100000000014358 ,513412.95999999996,AUD,20100926
7560,LC Engineering,NO67KUKR75990558614961,RECEIPT 2413967286 ,669549.1,NOK,20161007
7561,Oliveira & Filhos Comércio,ZW95DMTM45636270440856,receipt number 443604039  REF lnij7jm,30028.56,USD,20041010
7562,Oliveira & Filhos Comércio,ZW95DMTM45636270440856,receipt number 436040390  REF zefgs558,176048.41,USD,20041003
7563,SP Consulting,KR19XONN22004093612755,receipt number  REF 0: 90330279107REF 1: 33994995759,576380278.7,KRW,20211015
7564,Bianchi & Figli SRL,IE68ILGN99832823108385,RECEIPT  INV100000000007614,23971.260000000002,EUR,20170929
7565,TNE RESOURCES,KR10ETEG29651040778365,PAY INV100000000002919 ,433760600.74,KRW,20200930
7566,Rossi Family Ventures,CH46PHAY07690573560802,241413731 INV1000000000276,49290.27,CHF,20091008
7567,Lumen Power Technologies,IE81NFGS32338919992498, INV100000000013111,35670.36,EUR,20030928
7568,Lumen Power Technologies,IE81NFGS32338919992498,4181127983 ,255461.28000000003,EUR,20031014
7569,TNE RESOURCES,KR69MWND72849777139761,PAY INV1000000000128206 19339871036,65136104.46,KRW,20221011
7570,LPT ENERGY,IE16XJVZ01668558714423,727265688 IN1V00000000015416,22244.77,EUR,20221011
7571,LPT ENERGY,IE16XJVZ01668558714423,72726 56888 INV100000000015416,18328.07,EUR,20221007
7572,LPT ENERGY,IE16XJVZ01668558714423,72720656888 IN3V100000000015416,12856.880000000003,EUR,20220923
7573,Liu & Chao Engineering,NO67KUKR75990558614961,RECEIPT 7451763398 ,1432418.51,NOK,20090924
7574,TerraNova Energy Co.,KR69MWND72849777139761,PAY  8847409016,66050979.73,KRW,20130926
7575,TerraNova Energy Co.,KR69MWND72849777139761,PAY  8847409016,60812058.9,KRW,20131003
7576,DF Holdings,ZW06XMUW81470863436484,receipt number  783139191,294112.8,USD,20171004
7577,DF Holdings,ZW06XMUW81470863436484,receipt number INV100000000006863 678 3139191,237810.60999999993,USD,20171008
7578,Ferrari & Figli SRL,SV41OAYF71955705708972,ORDER OF  INV100000000017894,8630.55,USD,20170929
7579,Ferrari & Figli SRL,SV41OAYF71955705708972,ORDER OF 7281923440 ,19541.6,USD,20171016
7580,Ferrari & Figli SRL,SV41OAYF71955705708972,ORDER OF 7281923440 ,22652.19,USD,20171030
7581,Shoreline Property Group,PA04ULMP25623811229020,"- 5397221047, - 0009409448, - 0377483051, - 8294057167  REFERENCE h9czucg",604608.7300000001,USD,20130925
7582,VHI MANUFACTURING,EC96HOBH95227782115933,7833111964 198 ,69285.75,USD,20141019
7583,OF Trading,ZW95DMTM45636270440856,receipt number 9166974928 INV1000000000120641 REF b7n0koxdo9oq5r,116740.24,USD,20191008
7584,OF Trading,ZW95DMTM45636270440856,receipt number 166947928 INV10000000000641 REF a3gnod2fh2d9,51577.090000000004,USD,20191011
7585,Liu & Chao Engineering,NO83KQHA30401614802459,RECEIPT  INV100000000015918,2275569.37,NOK,20071025
7586,Shoreline Property Group,PA29YGYX91620708881306, INV100000000008828 REFERENCE hfw87dyqc,67417.77,USD,20181016
7587,Nakamura Corp.,IE36HEJK22873963970442,45745963896 IN100000000005437,302287.58999999997,EUR,20141007
7588,Pacific Ocean Fisheries,PA07YBHQ30636811836252,#RECEIPT:  16745 8904890310,136907.08,USD,20230925
7589,Park & Lee Solutions,IT92MAHH46391973807795,ORDER OF 3810265579 ,41933.17,EUR,20191022
7590,Apollo Catering Services,EC06KESO06541453065039,RECEIPT INV100000000023828 ,276581.42,USD,20080927
7591,Bertolini & Figli S.p.A.,JP72YPCW98002965020416,RECEIPT 5934139128 ,9832935.07,JPY,20231001
7592,Bertolini & Figli S.p.A.,JP72YPCW98002965020416,RECEIPT  INV100000000008046,8476711.280000001,JPY,20231011
7593,RFC_88990,SV38XHWS88142304184916,ORDER OF 1934041869 ,286988.1,USD,20171013
7594,Santos Trading Co.,DE80EVCP03273345215817,RECEIPT  + 9986670250 + 8737199336 + 4844780730 + 5776612083,608847.56,EUR,20110929
7595,Santos & Filhos Comércio,DE80EVCP03273345215817,RECEIPT INV100000000015945 ,166659.18,EUR,20220924
7596,Santos & Filhos Comércio,DE80EVCP03273345215817,RECEIPT  7733736214,143184.56,EUR,20221002
7597,POF SEAFOOD,PA07YBHQ30636811836252,"#RECEIPT:  15433 + 75 62906038, + 3372317 513, + 2015943312",452634.09,USD,20091006
7598,Zhang & Co. Limited,US15SVBG74166913229289,receipt number  no 0: 6771868715 & no 1: 4455249809 & no 2: 3556195134,287912.97,USD,20211020
7599,ACS HOSPITALITY,EC88GQNR03792485926787,RECEIPT INV1000000000 23130 ,203073.59,USD,20221002
7600,IP Consulting,SV72COVR08960277816802,ORDER OF 9338992161624786589 ,182725.28,USD,20140929
7601,Global Solutions Ltd,NZ29LIZK29007033770641,RECEIPT  9801226443,125407.7,NZD,20051010
7602,Rossi & Figli S.p.A.,CH85XPHK60079323701744,0042168312 INV100000000010 447,115731.8,CHF,20141015
7603,Rossi & Figli S.p.A.,CH85XPHK60079323701744,0042168312 INV1000000003010447,68945.10999999999,CHF,20140928
7604,Ramirez & Hijos Servicios,EC71POCP43339649040193,receipt number 96194694 INV1000000000 12316 d7hg6,30023.41,USD,20171008
7605,SPG REALTY,PA29YGYX91620708881306,0451854428  REFERENCE dp4lhbsoq35cd,274176.89999999997,USD,20040921
7606,Smith & Co. Consulting,US68TYWD93527713228340,RECEIPT INV1000 00000031754 985466334,91066.37999999999,USD,20201013
7607,AeroMax Manufacturing,SE24QMID07942349086678,receipt number - 3052307558- 5276678396- 2009306839- 6900881760- 0724225685 ,10287532.420000002,SEK,20101013
7608,Galaxy IT Services,JP23AAOZ43884105635802,payment  2517110373 jnofk,27361513.56,JPY,20161009
7609,SF Enterprises,AU14FSGP75413836101729,PAY INV100000000000092 5204084178,64633.939999999995,AUD,20061009
7610,SF Enterprises,AU14FSGP75413836101729,PAY INV100000000000092 52400846178,144122.51,AUD,20060929
7611,Dubois & Co. S.A.R.L.,ZW36YWNE17469290674294,97908424662 10000000010005  NUM u98tnli5zi,151477.83,USD,20181031
7612,Blue Horizon Travel Ltd,JP69ZIXA45459511302815, 122109553,16809731.23,JPY,20031012
7613,Liu & Chao Engineering,NO67KUKR75990558614961,RECEIPT  INV100000000029364,787639.11,NOK,20170929
7614,Liu & Chao Engineering,NO67KUKR75990558614961,RECEIPT  INV100000000029364,1007110.06,NOK,20171016
7615,Liu & Chao Engineering,NO67KUKR75990558614961,RECEIPT  INV100000000029364,802025.6699999999,NOK,20170926
7616,Tanaka & Co. 株式会社,ZW28TTSS20204212538805,#RECEIPT: 3417145237 ,56295.3,USD,20120924
7617,BF Holdings,JP04BQPW06234142267270,RECEIPT 8638734896 INV100000000004247,52918029.919999994,JPY,20011016
7618,KL Technologies,US78QMZQ98005519667632,INV10000000001254 1002307 62032823522,153766.81999999998,USD,20070930
7619,KL Technologies,US78QMZQ98005519667632,INV10000000001543 1011696 620383522,48204.69999999999,USD,20071013
7620,Nakamura Corp.,IE84AKGT88064699207138,653411174 INV100000000020579,364030.69,EUR,20020924
7621,Kim & Choi Electronics,FR90VMJD61142441117749,ORDER OF  INV100000000015859 uk7qt0y40ge,18228.67,EUR,20001012
7622,Kim & Choi Electronics,FR90VMJD61142441117749,ORDER OF  INV100000000015859 1853u7kyzdr,42250.62,EUR,20001018
7623,Kim & Choi Electronics,FR90VMJD61142441117749,ORDER OF 1243254259 INV100000000015859 zanw,134886.71,EUR,20001017
7624,POF SEAFOOD,PA47WMHH62842661445532,#RECEIPT:  100003989 178833099,182724.01,USD,20161016
7625,P&C Enterprises,ZW71WJDX88155642569867,RECEIPT 7351493550 1000000004217 INV10000000000420 NUM p5yg54,223846.98,USD,20121012
7626,Dupont & Frères SARL,IE69OHOG46653629276946,ORDER OF  1998 55315022232,13057.01,EUR,20060928
7627,Dupont & Frères SARL,IE69OHOG46653629276946,ORDER OF  107012 531502223,31109.4,EUR,20060927
7628,ADL TECH,US15BUPR26459341280506,3004442365 NV100000000008621,71369.3,USD,20101012
7629,PL Innovations,IT16HXHD15991479959515,ORDER OF 231903897 I7NV100000000020285,36400.79,EUR,20201010
7630,Crimson Event Management,SV84DXDX31456639442288,receipt number IV100000000018324 1975442793 REF gr7hfua5i0sv971,247402.93000000002,USD,20181001
7631,Vulcan Heavy Industries,EC46SLCU14727463738896,+ 9437729521+ 3225062967+ 4618661757+ 4595265474+ 8700204295+ 9354310718 1000807 ,858970.9,USD,20191001
7632,Schmidt & Co. Handels,ZW59RLKV09075233491043,receipt number 3541763360 ,202170.32,USD,20100927
7633,KL Technologies,US78QMZQ98005519667632, 1000001232 ref 0: 330448648 & ref 1: 8040393948 & ref 2: 7428584,462801.6,USD,20160930
7634,Rossi & Figli Costruzioni,SV38XHWS88142304184916,ORDER OF  INV100000000026671,61861.82,USD,20041001
7635,RF Solutions,EU80SHBU99676216281717,RECEIPT 402469799 INV1000000 00008600,300868.31,EUR,20041012
7636,RF Solutions,EU80SHBU99676216281717,RECEIPT 402469799 INV10000000000800,83060.35999999997,EUR,20041022
7637,Smith & Co. Consulting,US54TGRQ79215801390746,RECEIPT  REF 0: 4227981898 REF 1: 8495431068 REF 2: 1894455495 REF 3: 7180002214 REF 4: 0621192571,806291.74,USD,20021010
7638,Bianchi & Figli SRL,IE68ILGN99832823108385,RECEIPT 4315653139 ,147857.73,EUR,20241020
7639,PL Innovations,IT69XBSD04498910535216,ORDER OF 7478763699 ,48904.74,EUR,20061008
7640,PL Innovations,IT69XBSD04498910535216,ORDER OF 71478763969 ,29515.670000000002,EUR,20060925
7641,Blue Horizon Travel Ltd,JP11NJUW09521234007518,INV1000000000000 593329189,16160147.02,JPY,20151009
7642,Global Solutions Ltd,NZ81PSLN50784663347230,RECEIPT  557535605,385591.93,NZD,20211012
7643,ADL TECH,US15BUPR26459341280506,6659382 322 INV100000000018175,103865.65000000001,USD,20020930
7644,SC CONSULTING GROUP,US68TYWD93527713228340,RECEIPT  REF 0: 0405085909 REF 1: 9050445116 REF 2: 8883136955 REF 3: 3259100577 REF 4: 9432228608,1084079.81,USD,20180929
7645,Global Solutions Ltd,NZ02NLRN50617319621356,RECEIPT  6722345544,76850.0,NZD,20170928
7646,Global Solutions Ltd,NZ02NLRN50617319621356,RECEIPT  6722345544,74472.53999999998,NZD,20170924
